ndb_no,shrt_desc,water_g,energ_kcal,protein_g,lipid_tot_g,ash_g,carbohydrt_g,fiber_td_g,sugar_tot_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mg,manganese_mg,selenium_ug,vit_c_mg,thiamin_mg,riboflavin_mg,niacin_mg,panto_acid_mg,vit_b6_mg,folate_tot_ug,folic_acid_ug,food_folate_ug,folate_dfe_ug,choline_tot_mg,vit_b12_ug,vit_a_iu,vit_a_rae,retinol_ug,alpha_carot_ug,beta_carot_ug,beta_crypt_ug,lycopene_ug,lut_zea_ug,vit_e_mg,vit_d_ug,vit_d_iu,vit_k_ug,fa_sat_g,fa_mono_g,fa_poly_g,cholestrl_mg,gmwt_1,gmwt_desc1,gmwt_2,gmwt_desc2,refuse_pct
6353,"CAMPBELL'S RED & WHITE,FIESTA NACHO CHS SOUP,COND",80.3,97,2.42,6.45,2.76,8.06,0.8,1.61,65,0,,,81,637,,,,,0,,,,,,,,,,,,403,,,,,,,,,,,,2.419,1.613,1.613,8,124,"1 serving, 1/2 cup",,,0
6354,"CAMPBELL'S RED & WHITE,FRENCH ONION SOUP,COND",91,36,1.59,1.19,1.46,4.76,0.8,3.17,16,0,,,444,516,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.794,0,0.397,4,126,"1 serving, 1/2 cup",,,0
6355,"CAMPBELL'S RED & WHITE,GOLDEN MUSHROOM SOUP,COND",87.2,65,1.61,2.82,0.72,8.06,0.8,0.81,0,,,,548,524,,,,,0,,,,,,,,,,,,403,,,,,,,,,,,,0.806,0.403,1.21,0,124,"1 serving, 1/2 cup",,,0
6357,"CAMPBELL'S RED & WHITE,GOLDFISH PASTA W/ CHICK",85.7,63,2.38,1.59,0.8,9.52,0.8,0.79,,0.29,,,429,381,,,,,0,,,,,,,,,,,,397,,,,,,,,,,,,0.397,0.794,0.397,4,126,"1 serving, 1/2 cup",,,0
6358,"SOUP,TOMATO BISQUE,CND,PREP W/ EQ VOLUME MILK",81.51,79,2.51,2.63,1.63,11.73,0.2,,74,0.35,10,69,241,442,0.25,0.056,0.103,,2.8,0.045,0.107,0.499,0.2,0.056,9,0,9,9,,0.17,350,25,9,,,,,,,,,,1.25,0.75,0.49,9,251,"1 cup,  (8 fl oz)",609,"1 can,  (11 oz), prepared",0
6359,"SOUP,TOMATO,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK",85.15,55,2.42,1.24,1.38,9.82,0.5,6.59,68,0.3,13,63,343,206,0.34,0.027,0.074,2.7,6.3,0.041,0.103,0.461,,0.061,2,0,2,2,14.7,0.28,287,38,29,0,115,0,5261,43,0.18,0.6,25,1.6,0.707,0.356,0.113,4,252,"1 serving, 1 cup",31.5,1 fl oz,0
1160,"EGG,YOLK,RAW,FRZ,SALTED,PAST",50.87,275,14.07,22.93,10.37,1.77,0,0.07,113,3.4,7,414,111,3487,2.87,0.121,0.065,56.9,0,0.14,0.427,0.027,3.167,0.402,112,0,112,112,705,1.61,1043,313,313,38,0,33,0,712,2.28,3.1,126,0.7,7.159,9.07,3.733,912,28.35,1 oz,227,.5 lb,0
6361,"CAMPBELL'S RED & WHITE,GRN PEA SOUP,COND",66.8,141,7.03,2.34,1.95,21.88,3.1,4.69,16,1.13,,,305,680,,,,,0,,,,,,,,,,,,156,,,,,,,,,,,,0.781,0.391,0.781,0,128,"1 serving, 1/2 cup",,,0
6363,"CAMPBELL'S,HOMESTYLE CHICK NOODLE SOUP,COND",85.9,51,2.36,1.28,2.29,7.53,0.8,1.11,11,0.38,8,43,22,739,0.15,,,,0.1,,,,,,,,,,,,446,,,,,,,,,,,,0.34,0.56,0.31,8,126,".5 cup, condensed",,,0
6364,"CAMPBELL'S RED & WHITE,MANHATTAN CLAM CHOWDER,COND",86.4,48,1.59,0.4,2.09,9.52,1.6,1.59,16,0.57,,,198,698,,,,,1,,,,,,,,,,,,794,,,,,,,,,,,,0.397,0,0,0,126,"1 serving, 1/2 cup",,,0
6365,"CAMPBELL'S RED & WHITE,MEGA NOODLE IN CHICK BROTH,COND",82.8,71,2.38,1.59,1.33,11.9,0.8,0.79,0,0.57,,,437,381,,,,,0,,,,,,,,,,,,595,,,,,,,,,,,,0.397,0.794,0.397,12,126,"1 serving, 1/2 cup",,,0
6366,"CAMPBELL'S RED & WHITE,MINESTRONE SOUP,COND",79.7,71,3.17,0.79,2.84,13.49,2.4,2.38,16,0.86,,,833,516,,,,,0,,,,,,,,,,,,794,,,,,,,,,,,,0.397,0,0,4,126,"1 serving, 1/2 cup",,,0
6367,"CAMPBELL'S RED & WHITE,NEW ENGLAND CLAM CHOWDER,COND",83.3,71,3.17,1.98,1.22,10.32,0.8,0.79,16,0.57,,,516,516,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0.397,0,1.19,4,126,"1 serving, 1/2 cup",,,0
6373,"CAMPBELL'S RED & WHITE,VEGETARIAN VEG SOUP,COND",81.6,71,2.38,0.4,1.34,14.29,1.6,4.76,16,0.57,,,698,516,,,,,0,,,,,,,,,,,,1984,,,,,,,,,,,,0,0,0,0,126,"1 serving, 1/2 cup",,,0
6374,"CAMPBELL'S RED & WHITE,VEG SOUP,COND",78.7,79,3.17,0.4,1.06,16.67,2.4,5.56,16,0.57,,,579,516,,,,,,,,,,,,,,,,,2381,,,,,,,,,,,,0.397,0,0,4,126,"1 serving, 1/2 cup",,,0
6375,"CAMPBELL'S,VEG BF SOUP,COND",82,65,3.79,0.26,2.09,11.8,2.1,1.7,13,0.6,5,20,169,656,0.64,,,,1.2,,,,,,,,,,,,601,,,,,,,,,,,,0.09,0.1,0.07,3,126,".5 cup, condensed",,,0
6377,"CAMPBELL'S,TOMATO SOUP,COND",80.79,71,1.46,0.44,2.09,15.22,1.1,8.23,13,0.59,14,31,562,377,0.18,0.05,0.138,3,4.8,0.042,0.015,0.858,,,,,,,,,323,,,,,,,,,,,,0,0,0,0,124,".5 cup, condensed",,,0
1161,"CHEESE SUB,MOZZARELLA",47.36,248,11.47,12.22,5.27,23.67,0,23.67,610,0.4,41,583,455,685,1.92,0.11,0.028,19.2,0.1,0.026,0.444,0.317,0.083,0.051,11,0,11,11,13.7,0.81,1457,437,437,0,0,0,0,0,0.11,0,0,1,3.711,6.243,1.738,0,113,"1 cup, shredded",28.35,1 oz,0
6379,"CAMPBELL'S RED & WHITE,TOMATO BISQUE,COND",75.4,103,1.59,2.78,1.98,18.25,0.8,11.9,32,0.29,,,,698,,,,,4.8,,,,,,,,,,,,238,,,,,,,,,,,,1.19,0.397,0.794,4,126,"1 serving, 1/2 cup",,,0
6380,"CAMPBELL'S RED & WHITE,SPLIT PEA W/ HAM & BACON SOUP,COND",66,141,7.81,1.56,1.19,23.44,3.1,3.13,16,1.13,,,352,664,,,,,0,,,,,,,,,,,,234,,,,,,,,,,,,0.391,0.781,0.391,4,128,"1 serving, 1/2 cup",,,0
6383,"CAMPBELL'S CHUNKY SOUPS,BKD POTATO CHEDDAR BACON BITS SOUP",83.8,78,2.04,3.67,1.5,9.39,0.8,1.25,16,0.29,,,,322,,,,,0,,,,,,,,,,,,41,,,,,,,,,,,,1.224,,,4,245,1 cup,,,0
6384,"CAMPBELL'S CHUNKY SOUPS,BKD POTATO W/ STEAK & CHS SOUP",82.3,82,3.27,4.08,1.37,8.57,1.2,1.22,8,0.59,,,,343,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,1.02,,,6,245,1 cup,,,0
6387,"CAMPBELL'S CHUNKY SOUPS,BF RIB RST POTATOES HERBS SOUP",87.7,44,2.86,0.41,1.69,6.94,0.8,2.45,8,0.29,,,,363,,,,,0.5,,,,,,,,,,,,918,,,,,,,,,,,,0.408,,,4,245,1 cup,,,0
6388,"CAMPBELL'S CHUNKY SOUPS,BF W/ COUNTRY VEG SOUP",85.3,53,3.27,1.22,2.6,7.35,1.2,1.63,8,0.59,,,,376,,,,,0,,,,,,,,,,,,2449,,,,,,,,,,,,0.408,,,6,245,1 cup,,,0
6389,"CAMPBELL'S CHUNKY SOUPS,BF W/ WHITE & WILD RICE SOUP",84.3,57,3.27,0.61,1.62,9.8,0.8,2.04,8,0.44,,,,363,,,,,0,,,,,,,,,,,,1020,,,,,,,,,,,,0.204,,,4,245,1 cup,,,0
6391,"CAMPBELL'S CHUNKY,CREAMY CHICK & DUMPLINGS SOUP",85.59,66,2.32,3.19,1.5,7.09,1.5,1.09,16,0.49,18,36,50,339,0.28,,,,0,,,,,,,,,,,,716,,,,,,,,,,,,0.68,0.56,1.95,12,245,1 cup,,,0
6392,"CAMPBELL'S CHUNKY SOUPS,CHICK BROCCOLI CHS & POTATO SOUP",83.22,86,2.86,4.49,1.24,8.16,1.2,2.45,8,0,,,,359,,,,,0,,,,,,,,,,,,204,,,,,,,,,,,,1.633,,,8,245,1 cup,,,0
6393,"CAMPBELL'S CHUNKY SOUPS,CHICK CORN CHOWDER",83.8,82,2.86,4.08,1.1,8.16,0.8,1.22,8,0.29,,,,351,,,,,0,,,,,,,,,,,,816,,,,,,,,,,,,1.224,,,6,245,1 cup,,,0
1164,"CHEESE SAU,PREP FROM RECIPE",66.86,197,10.33,14.92,2.41,5.48,0.1,0.19,311,0.35,19,229,142,493,1.26,0.019,0.04,6.6,0.6,0.044,0.243,0.204,0.233,0.045,10,2,8,11,5.1,0.35,310,82,80,0,26,0,0,0,0.09,1,41,0.9,8.034,4.735,1.397,38,30,2 tbsp,243,1 cup,0
6395,"CAMPBELL'S CHUNKY,CLASSIC CHICK NOODLE SOUP",88.9,47,3.41,1.3,0.98,5.41,1,0.41,11,0.34,7,35,90,325,0.18,0.025,0.058,5.7,0,0.017,0.023,1.352,,,,,,,,,,,,20,198,,,,,,,,0.408,,,8,243,1 cup,526,1 can,0
6396,"CAMPBELL'S CHUNKY SOUPS,FAJITA CHICK W/ RICE & BNS SOUP",83.9,53,2.86,0.61,2.9,9.39,0.8,2.86,8,0.44,,,,347,,,,,0,,,,,,,,,,,,1224,,,,,,,,,,,,0.204,,,6,245,1 cup,,,0
6398,"CAMPBELL'S CHUNKY SOUPS,FIREHOUSE - HOT SPICY BF BEAN CHILI",78.7,95,6.12,3.27,1.71,10.2,2.4,2.86,16,0.73,,,,355,,,,,0.5,,,,,,,,,,,,204,,,,,,,,,,,,1.429,,,10,245,1 cup,,,0
6399,"CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK SAUSAGE GUMBO SOUP",85.6,57,2.86,1.22,1.54,8.57,0.8,1.63,8,0.15,,,,347,,,,,0,,,,,,,,,,,,163,,,,,,,,,,,,0.612,,,8,245,1 cup,,,0
6400,"CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK VEG & PASTA SOUP",88.8,41,2.45,1.02,1.9,5.71,0.8,0.82,8,0.15,,,,359,,,,,0,,,,,,,,,,,,1224,,,,,,,,,,,,0.204,,,6,245,1 cup,,,0
6401,"SOUP,CRM OF ASPARAGUS,CND,PREP W/ EQ VOLUME H2O",91.8,35,0.94,1.68,1.21,4.38,0.2,,12,0.33,2,16,71,402,0.36,0.051,0.154,,1.1,0.022,0.032,0.319,0.05,0.005,9,0,9,9,,0.02,182,15,7,,,,,,,,,,0.43,0.39,0.76,2,244,"1 cup,  (8 fl oz)",593,"1 can,  (10.75 oz), prepared",0
6402,"SOUP,BLACK BEAN,CND,PREP W/ EQ VOLUME H2O",87.62,46,2.42,0.66,1.6,7.71,3.4,1.24,19,0.75,17,38,125,487,0.55,0.155,0.25,0,0.1,0.021,0.02,0.205,0.08,0.035,33,0,33,33,7.8,0,222,11,0,40,110,6,232,18,0.18,0,0,0.9,0.17,0.24,0.205,0,247,1 cup,600,"1 can,  (11 oz), prepared",0
6403,"CAMPBELL'S CHUNKY SOUPS,GRILLED SIRLOIN STEAK HEARTY VEG SP",87,51,3.27,0.82,1.16,7.76,1.6,1.63,8,0.44,,,,363,,,,,0.5,,,,,,,,,,,,1224,,,,,,,,,,,,0.408,,,4,245,1 cup,,,0
6404,"SOUP,BEAN W/ PORK,CND,PREP W/ EQ VOLUME H2O",85.35,63,2.88,2.16,1.31,8.31,2.9,1.47,31,0.75,17,48,147,349,0.38,0.152,0.245,3.1,0.6,0.032,0.012,0.206,0.034,0.015,12,0,12,12,13.1,0.01,324,17,1,58,164,0,2910,4,0.43,0,0,1.2,0.558,0.793,0.666,1,266,"1 serving, 1 cup",33.3,1 fl oz,0
6405,"CAMPBELL'S CHUNKY,HEALTHY REQUEST CHICK NOODLE SOUP",87.59,41,2.97,0.97,1.1,5.88,0.8,1.12,12,0.34,8,36,317,161,0.47,,,,0.5,,,,,,,,,,,,491,,,,,,,,,,,,0.18,0.4,0.18,8,245,1 cup,,,0
1165,"CHEESE,MEXICAN,QUESO ANEJO",38.06,373,21.44,29.98,5.89,4.63,0,4.63,680,0.47,28,444,87,1131,2.94,0.008,0.037,14.5,0,0.02,0.209,0.032,0.252,0.047,1,0,1,1,15.4,1.38,220,64,64,0,4,0,0,0,0.26,0.5,22,2.5,19.033,8.528,0.901,105,132,"1 cup, crumbled",28.35,1 oz,0
6406,"SOUP,BEAN W/ FRANKFURTERS,CND,PREP W/ EQ VOLUME H2O",83.03,75,3.99,2.79,1.39,8.8,,,35,0.94,19,66,191,437,0.47,0.158,0.315,3.4,0.4,0.044,0.026,0.41,0.04,0.053,12,0,12,12,,0.03,348,17,0,,,,,,,,,,0.85,1.09,0.66,5,250,"1 cup,  (8 fl oz)",607,"1 can,  (11.25 oz), prepared",0
6408,"CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUEST VEG SOUP",87.7,49,1.63,0.41,0.67,9.8,1.6,3.27,24,0.44,,,,167,,,,,0,,,,,,,,,,,,1633,,,,,,,,,,,,0.204,,,0,245,1 cup,,,0
6409,"SOUP,BF NOODLE,CND,PREP W/ EQ VOLUME H2O",92.16,34,1.93,1.23,1.1,3.58,0.3,1.03,8,0.44,3,19,40,325,0.62,0.06,0.109,3,0.2,0.028,0.024,0.425,0.08,0.015,8,6,2,12,7,0.08,101,5,0,0,60,0,4253,2,0.5,0,0,0.8,0.455,0.495,0.195,2,244,"1 cup,  (8 fl oz)",593,"1 can,  (10.75 oz), prepared",0
6410,"SOUP,CRM OF CELERY,CND,PREP W/ EQ VOLUME H2O",92.27,37,0.68,2.29,1.15,3.62,0.3,,16,0.26,3,15,50,254,0.06,0.058,0.103,0.9,0.1,0.012,0.02,0.136,0.46,0.005,1,0,1,1,,0.1,126,,,,,,,,,,,,0.58,0.53,1.03,6,248,1 cup,593,"1 can,  (10.75 oz), prepared",0
6411,"SOUP,CHS,CND,PREP W/ EQ VOLUME H2O",88.12,63,2.19,4.24,1.19,4.26,0.4,,57,0.3,2,55,62,388,0.26,0.052,0.104,1.8,0,0.007,0.055,0.161,0.04,0.01,2,0,2,2,,0,440,120,117,,,,,,,,,,2.7,1.2,0.12,12,247,"1 cup,  (8 fl oz)",600,"1 can,  (11 oz), prepared",0
6413,"SOUP,CHICK BROTH,CND,PREP W/ EQ VOLUME H2O",95.95,16,2.02,0.57,1.02,0.38,0,0.29,4,0.21,1,30,86,306,0.1,0.051,0.102,0,0,0.004,0.029,1.372,0.02,0.01,2,0,2,2,4.7,0.1,0,0,0,0,0,0,0,0,0.02,0,0,0,0.16,0.24,0.11,0,244,"1 cup,  (8 fl oz)",593,"1 can,  (10.75 oz), prepared",0
6414,"CAMPBELL'S CHUNKY SOUPS,HEARTY BEAN 'N' HAM SOUP",81.6,74,4.49,0.82,0.85,12.24,3.3,2.04,24,0.73,,,,318,,,,,0,,,,,,,,,,,,1020,,,,,,,,,,,,0.204,,,4,245,1 cup,,,0
6415,"CAMPBELL'S CHUNKY SOUPS,HEARTY BF BARLEY SOUP",86.23,56,2.89,0.92,0.98,8.98,1,1.17,10,0.49,10,55,129,308,0.54,0.063,0.096,2.2,0.8,0.027,0.085,1.047,0.21,0.094,12,,12,,,0.17,157,,0,27,81,0,229,49,0.08,,,,0.377,0.381,0.137,4,206,1 cup,527,1 can,0
